,Tag Name,Depth (mKB),Instrumentation Type,Well Name,Point #,TAG_NAME,TAG_EFFECTIVE_DATE
876,No Tag,329.0,Temperature,OB126,1,,
1382,OB142_ERD1_PRESS,331.0,Pressure,OB142,PERD1,,
1383,OB142_ERD2_PRESS,315.5,Pressure,OB142,PERD2,,
1384,OB142_ERD3_PRESS,302.5,Pressure,OB142,PERD3,,
1385,OB142_TEMP1,257.9,Temperature,OB142,1,,
1386,OB142_TEMP10,269.6,Temperature,OB142,10,,
1387,OB142_TEMP11,270.9,Temperature,OB142,11,,
1388,OB142_TEMP12,272.2,Temperature,OB142,12,,
1389,OB142_TEMP13,273.5,Temperature,OB142,13,,
1390,OB142_TEMP14,274.8,Temperature,OB142,14,,
1391,OB142_TEMP15,276.1,Temperature,OB142,15,,
1392,OB142_TEMP16,277.4,Temperature,OB142,16,,
1393,OB142_TEMP17,278.7,Temperature,OB142,17,,
1394,OB142_TEMP18,280.0,Temperature,OB142,18,,
1395,OB142_TEMP19,281.3,Temperature,OB142,19,,
1396,OB142_TEMP2,259.2,Temperature,OB142,2,,
1397,OB142_TEMP20,282.6,Temperature,OB142,20,,
1398,OB142_TEMP21,283.9,Temperature,OB142,21,,
1399,OB142_TEMP22,285.2,Temperature,OB142,22,,
1400,OB142_TEMP23,286.5,Temperature,OB142,23,,
1401,OB142_TEMP24,287.8,Temperature,OB142,24,,
1402,OB142_TEMP25,289.1,Temperature,OB142,25,,
1403,OB142_TEMP26,290.4,Temperature,OB142,26,,
1404,OB142_TEMP27,291.7,Temperature,OB142,27,,
1405,OB142_TEMP28,293.0,Temperature,OB142,28,,
1406,OB142_TEMP29,294.3,Temperature,OB142,29,,
1407,OB142_TEMP3,260.5,Temperature,OB142,3,,
1408,OB142_TEMP30,295.6,Temperature,OB142,30,,
1409,OB142_TEMP31,296.9,Temperature,OB142,31,,
1410,OB142_TEMP32,298.2,Temperature,OB142,32,,
1411,OB142_TEMP33,299.5,Temperature,OB142,33,,
1412,OB142_TEMP34,300.8,Temperature,OB142,34,,
1413,OB142_TEMP35,302.1,Temperature,OB142,35,,
1414,OB142_TEMP36,303.4,Temperature,OB142,36,,
1415,OB142_TEMP37,304.7,Temperature,OB142,37,,
1416,OB142_TEMP38,306.0,Temperature,OB142,38,,
1417,OB142_TEMP39,307.3,Temperature,OB142,39,,
1418,OB142_TEMP4,261.8,Temperature,OB142,4,,
1419,OB142_TEMP40,308.6,Temperature,OB142,40,,
1420,OB142_TEMP41,309.9,Temperature,OB142,41,,
1421,OB142_TEMP42,311.2,Temperature,OB142,42,,
1422,OB142_TEMP43,312.5,Temperature,OB142,43,,
1423,OB142_TEMP44,313.8,Temperature,OB142,44,,
1424,OB142_TEMP45,315.1,Temperature,OB142,45,,
1425,OB142_TEMP46,316.4,Temperature,OB142,46,,
1426,OB142_TEMP47,317.7,Temperature,OB142,47,,
1427,OB142_TEMP48,319.0,Temperature,OB142,48,,
1428,OB142_TEMP49,320.3,Temperature,OB142,49,,
1429,OB142_TEMP5,263.1,Temperature,OB142,5,,
1430,OB142_TEMP50,321.6,Temperature,OB142,50,,
1431,OB142_TEMP6,264.4,Temperature,OB142,6,,
1432,OB142_TEMP7,265.7,Temperature,OB142,7,,
1433,OB142_TEMP8,267.0,Temperature,OB142,8,,
1434,OB142_TEMP9,268.3,Temperature,OB142,9,,
1435,OB142_ERD1_TEMP,331.0,Temperature,OB142,ERD1,,
1436,OB142_ERD2_TEMP,315.5,Temperature,OB142,ERD2,,
1437,OB142_ERD3_TEMP,302.5,Temperature,OB142,ERD3,,
1627,manual DL,287.8,Temperature,OB158,PiezT1,,
1748,0,241.7,Temperature,OB182,Piez T1,,
1749,0,233.0,Temperature,OB182,Piez T2,,
2666,OB231_RFT_PRESS1,269.0,Pressure,OB231,PRFT1,,
2667,OB231_RFT_PRESS2,242.3,Pressure,OB231,PRFT2,,
2668,OB231_TEMP1,310.3,Temperature,OB231,1,,
2669,OB231_TEMP10,295.0,Temperature,OB231,10,,
2670,OB231_TEMP11,293.3,Temperature,OB231,11,,
2671,OB231_TEMP12,291.6,Temperature,OB231,12,,
2672,OB231_TEMP13,289.9,Temperature,OB231,13,,
2673,OB231_TEMP14,288.2,Temperature,OB231,14,,
2674,OB231_TEMP15,286.5,Temperature,OB231,15,,
2675,OB231_TEMP16,284.8,Temperature,OB231,16,,
2676,OB231_TEMP17,283.1,Temperature,OB231,17,,
2677,OB231_TEMP18,281.4,Temperature,OB231,18,,
2678,OB231_TEMP19,279.7,Temperature,OB231,19,,
2679,OB231_TEMP2,308.6,Temperature,OB231,2,,
2680,OB231_TEMP20,278.0,Temperature,OB231,20,,
2681,OB231_TEMP21,276.3,Temperature,OB231,21,,
2682,OB231_TEMP22,274.6,Temperature,OB231,22,,
2683,OB231_TEMP23,272.9,Temperature,OB231,23,,
2684,OB231_TEMP24,271.2,Temperature,OB231,24,,
2685,OB231_TEMP25,269.5,Temperature,OB231,25,,
2686,OB231_TEMP26,267.8,Temperature,OB231,26,,
2687,OB231_TEMP27,266.1,Temperature,OB231,27,,
2688,OB231_TEMP28,264.4,Temperature,OB231,28,,
2689,OB231_TEMP29,262.7,Temperature,OB231,29,,
2690,OB231_TEMP3,306.9,Temperature,OB231,3,,
2691,OB231_TEMP30,261.0,Temperature,OB231,30,,
2692,OB231_TEMP31,259.3,Temperature,OB231,31,,
2693,OB231_TEMP32,257.6,Temperature,OB231,32,,
2694,OB231_TEMP33,255.9,Temperature,OB231,33,,
2695,OB231_TEMP34,254.2,Temperature,OB231,34,,
2696,OB231_TEMP35,252.5,Temperature,OB231,35,,
2697,OB231_TEMP36,250.8,Temperature,OB231,36,,
2698,OB231_TEMP37,249.1,Temperature,OB231,37,,
2699,OB231_TEMP38,247.4,Temperature,OB231,38,,
2700,OB231_TEMP39,245.7,Temperature,OB231,39,,
2701,OB231_TEMP4,305.2,Temperature,OB231,4,,
2702,OB231_TEMP40,244.0,Temperature,OB231,40,,
2703,OB231_TEMP41,242.3,Temperature,OB231,41,,
2704,OB231_TEMP42,240.6,Temperature,OB231,42,,
2705,OB231_TEMP43,238.9,Temperature,OB231,43,,
2706,OB231_TEMP44,237.2,Temperature,OB231,44,,
2707,OB231_TEMP45,235.5,Temperature,OB231,45,,
2708,OB231_TEMP46,233.8,Temperature,OB231,46,,
2709,OB231_TEMP47,232.1,Temperature,OB231,47,,
2710,OB231_TEMP48,230.4,Temperature,OB231,48,,
2711,OB231_TEMP49,228.7,Temperature,OB231,49,,
2712,OB231_TEMP5,303.5,Temperature,OB231,5,,
2713,OB231_TEMP50,227.0,Temperature,OB231,50,,
2714,OB231_TEMP6,301.8,Temperature,OB231,6,,
2715,OB231_TEMP7,300.1,Temperature,OB231,7,,
2716,OB231_TEMP8,298.4,Temperature,OB231,8,,
2717,OB231_TEMP9,296.7,Temperature,OB231,9,,
2718,OB231_RFT_TEMP1,269.0,Temperature,OB231,RFT 1,,
2719,OB231_RFT_TEMP2,242.3,Temperature,OB231,RFT 2,,
2720,OB232_ERD1_PRESS,324.0,Pressure,OB232,PERD1,,
2721,OB232_ERD2_PRESS,303.0,Pressure,OB232,PERD2,,
2722,OB232_ERD3_PRESS,293.0,Pressure,OB232,PERD3,,
2723,OB232_ERD4_PRESS,267.5,Pressure,OB232,PERD4,,
2724,OB232_TEMP1,258.4,Temperature,OB232,1,,
2725,OB232_TEMP10,271.0,Temperature,OB232,10,,
2726,OB232_TEMP11,272.4,Temperature,OB232,11,,
2727,OB232_TEMP12,273.8,Temperature,OB232,12,,
2728,OB232_TEMP13,275.2,Temperature,OB232,13,,
2729,OB232_TEMP14,276.6,Temperature,OB232,14,,
2730,OB232_TEMP15,278.0,Temperature,OB232,15,,
2731,OB232_TEMP16,279.4,Temperature,OB232,16,,
2732,OB232_TEMP17,280.8,Temperature,OB232,17,,
2733,OB232_TEMP18,282.2,Temperature,OB232,18,,
2734,OB232_TEMP19,283.6,Temperature,OB232,19,,
2735,OB232_TEMP2,259.8,Temperature,OB232,2,,
2736,OB232_TEMP20,285.0,Temperature,OB232,20,,
2737,OB232_TEMP21,286.4,Temperature,OB232,21,,
2738,OB232_TEMP22,287.8,Temperature,OB232,22,,
2739,OB232_TEMP23,289.2,Temperature,OB232,23,,
2740,OB232_TEMP24,290.6,Temperature,OB232,24,,
2741,OB232_TEMP25,292.0,Temperature,OB232,25,,
2742,OB232_TEMP26,293.4,Temperature,OB232,26,,
2743,OB232_TEMP27,294.8,Temperature,OB232,27,,
2744,OB232_TEMP28,296.2,Temperature,OB232,28,,
2745,OB232_TEMP29,297.6,Temperature,OB232,29,,
2746,OB232_TEMP3,261.2,Temperature,OB232,3,,
2747,OB232_TEMP30,299.0,Temperature,OB232,30,,
2748,OB232_TEMP31,300.4,Temperature,OB232,31,,
2749,OB232_TEMP32,301.8,Temperature,OB232,32,,
2750,OB232_TEMP33,303.2,Temperature,OB232,33,,
2751,OB232_TEMP34,304.6,Temperature,OB232,34,,
2752,OB232_TEMP35,306.0,Temperature,OB232,35,,
2753,OB232_TEMP36,307.4,Temperature,OB232,36,,
2754,OB232_TEMP37,308.8,Temperature,OB232,37,,
2755,OB232_TEMP38,310.2,Temperature,OB232,38,,
2756,OB232_TEMP39,311.6,Temperature,OB232,39,,
2757,OB232_TEMP4,262.6,Temperature,OB232,4,,
2758,OB232_TEMP40,313.0,Temperature,OB232,40,,
2759,OB232_TEMP41,314.4,Temperature,OB232,41,,
2760,OB232_TEMP42,315.8,Temperature,OB232,42,,
2761,OB232_TEMP43,317.2,Temperature,OB232,43,,
2762,OB232_TEMP44,318.6,Temperature,OB232,44,,
2763,OB232_TEMP45,320.0,Temperature,OB232,45,,
2764,OB232_TEMP46,321.4,Temperature,OB232,46,,
2765,OB232_TEMP47,322.8,Temperature,OB232,47,,
2766,OB232_TEMP48,324.2,Temperature,OB232,48,,
2767,OB232_TEMP49,325.6,Temperature,OB232,49,,
2768,OB232_TEMP5,264.0,Temperature,OB232,5,,
2769,OB232_TEMP50,327.0,Temperature,OB232,50,,
2770,OB232_TEMP6,265.4,Temperature,OB232,6,,
2771,OB232_TEMP7,266.8,Temperature,OB232,7,,
2772,OB232_TEMP8,268.2,Temperature,OB232,8,,
2773,OB232_TEMP9,269.6,Temperature,OB232,9,,
2774,OB232_ERD1_TEMP,324.0,Temperature,OB232,ERD 1,,
2775,OB232_ERD2_TEMP,303.0,Temperature,OB232,ERD 2,,
2776,OB232_ERD3_TEMP,293.0,Temperature,OB232,ERD 3,,
2777,OB232_ERD4_TEMP,267.5,Temperature,OB232,ERD 4,,
2778,OB233_ERD1_PRESS,327.08,Pressure,OB233,PERD1,,
2779,OB233_ERD2_PRESS,316.0,Pressure,OB233,PERD2,,
2780,OB233_ERD3_PRESS,306.5,Pressure,OB233,PERD3,,
2781,OB233_ERD4_PRESS,295.0,Pressure,OB233,PERD4,,
2782,OB233_ERD5_PRESS,280.5,Pressure,OB233,PERD5,,
2783,OB233_TEMP1,269.02,Temperature,OB233,1,,
2784,OB233_TEMP10,281.17,Temperature,OB233,10,,
2785,OB233_TEMP11,282.52,Temperature,OB233,11,,
2786,OB233_TEMP12,283.87,Temperature,OB233,12,,
2787,OB233_TEMP13,285.22,Temperature,OB233,13,,
2788,OB233_TEMP14,286.57,Temperature,OB233,14,,
2789,OB233_TEMP15,287.92,Temperature,OB233,15,,
2790,OB233_TEMP16,289.27,Temperature,OB233,16,,
2791,OB233_TEMP17,290.62,Temperature,OB233,17,,
2792,OB233_TEMP18,291.97,Temperature,OB233,18,,
2793,OB233_TEMP19,293.32,Temperature,OB233,19,,
2794,OB233_TEMP2,270.37,Temperature,OB233,2,,
2795,OB233_TEMP20,294.67,Temperature,OB233,20,,
2796,OB233_TEMP21,296.02,Temperature,OB233,21,,
2797,OB233_TEMP22,297.37,Temperature,OB233,22,,
2798,OB233_TEMP23,298.72,Temperature,OB233,23,,
2799,OB233_TEMP24,300.07,Temperature,OB233,24,,
2800,OB233_TEMP25,301.42,Temperature,OB233,25,,
2801,OB233_TEMP26,302.77,Temperature,OB233,26,,
2802,OB233_TEMP27,304.12,Temperature,OB233,27,,
2803,OB233_TEMP28,305.47,Temperature,OB233,28,,
2804,OB233_TEMP29,306.82,Temperature,OB233,29,,
2805,OB233_TEMP3,271.72,Temperature,OB233,3,,
2806,OB233_TEMP30,308.17,Temperature,OB233,30,,
2807,OB233_TEMP31,309.52,Temperature,OB233,31,,
2808,OB233_TEMP32,310.87,Temperature,OB233,32,,
2809,OB233_TEMP33,312.22,Temperature,OB233,33,,
2810,OB233_TEMP34,313.57,Temperature,OB233,34,,
2811,OB233_TEMP35,314.92,Temperature,OB233,35,,
2812,OB233_TEMP36,316.27,Temperature,OB233,36,,
2813,OB233_TEMP37,317.62,Temperature,OB233,37,,
2814,OB233_TEMP38,318.97,Temperature,OB233,38,,
2815,OB233_TEMP39,320.32,Temperature,OB233,39,,
2816,OB233_TEMP4,273.07,Temperature,OB233,4,,
2817,OB233_TEMP40,321.67,Temperature,OB233,40,,
2818,OB233_TEMP41,323.02,Temperature,OB233,41,,
2819,OB233_TEMP42,324.37,Temperature,OB233,42,,
2820,OB233_TEMP43,325.72,Temperature,OB233,43,,
2821,OB233_TEMP44,327.07,Temperature,OB233,44,,
2822,OB233_TEMP45,328.42,Temperature,OB233,45,,
2823,OB233_TEMP46,329.77,Temperature,OB233,46,,
2824,OB233_TEMP47,331.12,Temperature,OB233,47,,
2825,OB233_TEMP48,332.47,Temperature,OB233,48,,
2826,OB233_TEMP49,333.82,Temperature,OB233,49,,
2827,OB233_TEMP5,274.42,Temperature,OB233,5,,
2828,OB233_TEMP50,335.17,Temperature,OB233,50,,
2829,OB233_TEMP6,275.77,Temperature,OB233,6,,
2830,OB233_TEMP7,277.12,Temperature,OB233,7,,
2831,OB233_TEMP8,278.47,Temperature,OB233,8,,
2832,OB233_TEMP9,279.82,Temperature,OB233,9,,
2833,OB233_ERD1_TEMP,327.08,Temperature,OB233,ERD1,,
2834,OB233_ERD2_TEMP,316.0,Temperature,OB233,ERD2,,
2835,OB233_ERD3_TEMP,306.5,Temperature,OB233,ERD3,,
2836,OB233_ERD4_TEMP,295.0,Temperature,OB233,ERD4,,
2837,OB233_ERD5_TEMP,280.5,Temperature,OB233,ERD5,,
2838,OB234_RFT_PRESS1,306.3,Pressure,OB234,PRFT1,,
2839,OB234_RFT_PRESS2,261.0,Pressure,OB234,PRFT2,,
2840,OB234_TEMP1,319.6,Temperature,OB234,1,,
2841,OB234_TEMP10,307.0,Temperature,OB234,10,,
2842,OB234_TEMP11,305.6,Temperature,OB234,11,,
2843,OB234_TEMP12,304.2,Temperature,OB234,12,,
2844,OB234_TEMP13,302.8,Temperature,OB234,13,,
2845,OB234_TEMP14,301.4,Temperature,OB234,14,,
2846,OB234_TEMP15,300.0,Temperature,OB234,15,,
2847,OB234_TEMP16,298.6,Temperature,OB234,16,,
2848,OB234_TEMP17,297.2,Temperature,OB234,17,,
2849,OB234_TEMP18,295.8,Temperature,OB234,18,,
2850,OB234_TEMP19,294.4,Temperature,OB234,19,,
2851,OB234_TEMP2,318.2,Temperature,OB234,2,,
2852,OB234_TEMP20,293.0,Temperature,OB234,20,,
2853,OB234_TEMP21,291.6,Temperature,OB234,21,,
2854,OB234_TEMP22,290.2,Temperature,OB234,22,,
2855,OB234_TEMP23,288.8,Temperature,OB234,23,,
2856,OB234_TEMP24,287.4,Temperature,OB234,24,,
2857,OB234_TEMP25,286.0,Temperature,OB234,25,,
2858,OB234_TEMP26,284.6,Temperature,OB234,26,,
2859,OB234_TEMP27,283.2,Temperature,OB234,27,,
2860,OB234_TEMP28,281.8,Temperature,OB234,28,,
2861,OB234_TEMP29,280.4,Temperature,OB234,29,,
2862,OB234_TEMP3,316.8,Temperature,OB234,3,,
2863,OB234_TEMP30,279.0,Temperature,OB234,30,,
2864,OB234_TEMP31,277.6,Temperature,OB234,31,,
2865,OB234_TEMP32,276.2,Temperature,OB234,32,,
2866,OB234_TEMP33,274.8,Temperature,OB234,33,,
2867,OB234_TEMP34,273.4,Temperature,OB234,34,,
2868,OB234_TEMP35,272.0,Temperature,OB234,35,,
2869,OB234_TEMP36,270.6,Temperature,OB234,36,,
2870,OB234_TEMP37,269.2,Temperature,OB234,37,,
2871,OB234_TEMP38,267.8,Temperature,OB234,38,,
2872,OB234_TEMP39,266.4,Temperature,OB234,39,,
2873,OB234_TEMP4,315.4,Temperature,OB234,4,,
2874,OB234_TEMP40,265.0,Temperature,OB234,40,,
2875,OB234_TEMP41,263.6,Temperature,OB234,41,,
2876,OB234_TEMP42,262.2,Temperature,OB234,42,,
2877,OB234_TEMP43,260.8,Temperature,OB234,43,,
2878,OB234_TEMP44,259.4,Temperature,OB234,44,,
2879,OB234_TEMP45,258.0,Temperature,OB234,45,,
2880,OB234_TEMP46,256.6,Temperature,OB234,46,,
2881,OB234_TEMP47,255.2,Temperature,OB234,47,,
2882,OB234_TEMP48,253.8,Temperature,OB234,48,,
2883,OB234_TEMP49,252.4,Temperature,OB234,49,,
2884,OB234_TEMP5,314.0,Temperature,OB234,5,,
2885,OB234_TEMP50,251.0,Temperature,OB234,50,,
2886,OB234_TEMP6,312.6,Temperature,OB234,6,,
2887,OB234_TEMP7,311.2,Temperature,OB234,7,,
2888,OB234_TEMP8,309.8,Temperature,OB234,8,,
2889,OB234_TEMP9,308.4,Temperature,OB234,9,,
2890,OB234_RFT_TEMP1,306.3,Temperature,OB234,RFT 1,,
2891,OB234_RFT_TEMP2,261.0,Temperature,OB234,RFT 2,,
2892,OB235_RFT_PRESS1,289.5,Pressure,OB235,PRFT1,,
2893,OB235_RFT_PRESS2,242.0,Pressure,OB235,PRFT2,,
2894,OB235_TEMP1,294.5,Temperature,OB235,1,,
2895,OB235_TEMP10,282.8,Temperature,OB235,10,,
2896,OB235_TEMP11,281.5,Temperature,OB235,11,,
2897,OB235_TEMP12,280.2,Temperature,OB235,12,,
2898,OB235_TEMP13,278.9,Temperature,OB235,13,,
2899,OB235_TEMP14,277.6,Temperature,OB235,14,,
2900,OB235_TEMP15,276.3,Temperature,OB235,15,,
2901,OB235_TEMP16,275.0,Temperature,OB235,16,,
2902,OB235_TEMP17,273.7,Temperature,OB235,17,,
2903,OB235_TEMP18,272.4,Temperature,OB235,18,,
2904,OB235_TEMP19,271.1,Temperature,OB235,19,,
2905,OB235_TEMP2,293.2,Temperature,OB235,2,,
2906,OB235_TEMP20,269.8,Temperature,OB235,20,,
2907,OB235_TEMP21,268.5,Temperature,OB235,21,,
2908,OB235_TEMP22,267.2,Temperature,OB235,22,,
2909,OB235_TEMP23,265.9,Temperature,OB235,23,,
2910,OB235_TEMP24,264.6,Temperature,OB235,24,,
2911,OB235_TEMP25,263.3,Temperature,OB235,25,,
2912,OB235_TEMP26,262.0,Temperature,OB235,26,,
2913,OB235_TEMP27,260.7,Temperature,OB235,27,,
2914,OB235_TEMP28,259.4,Temperature,OB235,28,,
2915,OB235_TEMP29,258.1,Temperature,OB235,29,,
2916,OB235_TEMP3,291.9,Temperature,OB235,3,,
2917,OB235_TEMP30,256.8,Temperature,OB235,30,,
2918,OB235_TEMP31,255.5,Temperature,OB235,31,,
2919,OB235_TEMP32,254.2,Temperature,OB235,32,,
2920,OB235_TEMP33,252.9,Temperature,OB235,33,,
2921,OB235_TEMP34,251.6,Temperature,OB235,34,,
2922,OB235_TEMP35,250.3,Temperature,OB235,35,,
2923,OB235_TEMP36,249.0,Temperature,OB235,36,,
2924,OB235_TEMP37,247.7,Temperature,OB235,37,,
2925,OB235_TEMP38,246.4,Temperature,OB235,38,,
2926,OB235_TEMP39,245.1,Temperature,OB235,39,,
2927,OB235_TEMP4,290.6,Temperature,OB235,4,,
2928,OB235_TEMP40,243.8,Temperature,OB235,40,,
2929,OB235_TEMP41,242.5,Temperature,OB235,41,,
2930,OB235_TEMP42,241.2,Temperature,OB235,42,,
2931,OB235_TEMP43,239.9,Temperature,OB235,43,,
2932,OB235_TEMP44,238.6,Temperature,OB235,44,,
2933,OB235_TEMP45,237.3,Temperature,OB235,45,,
2934,OB235_TEMP46,236.0,Temperature,OB235,46,,
2935,OB235_TEMP47,234.7,Temperature,OB235,47,,
2936,OB235_TEMP48,233.4,Temperature,OB235,48,,
2937,OB235_TEMP49,232.1,Temperature,OB235,49,,
2938,OB235_TEMP5,289.3,Temperature,OB235,5,,
2939,OB235_TEMP50,230.8,Temperature,OB235,50,,
2940,OB235_TEMP6,288.0,Temperature,OB235,6,,
2941,OB235_TEMP7,286.7,Temperature,OB235,7,,
2942,OB235_TEMP8,285.4,Temperature,OB235,8,,
2943,OB235_TEMP9,284.1,Temperature,OB235,9,,
2944,OB235_RFT_TEMP1,289.5,Temperature,OB235,RFT 1,,
2945,OB235_RFT_TEMP2,242.0,Temperature,OB235,RFT 2,,
2946,OB236_RFT_PRESS1,299.0,Pressure,OB236,PRFT1,,
2947,OB236_RFT_PRESS2,262.5,Pressure,OB236,PRFT2,,
2948,OB236_TEMP1,317.7,Temperature,OB236,1,,
2949,OB236_TEMP10,306.0,Temperature,OB236,10,,
2950,OB236_TEMP11,304.7,Temperature,OB236,11,,
2951,OB236_TEMP12,303.4,Temperature,OB236,12,,
2952,OB236_TEMP13,302.1,Temperature,OB236,13,,
2953,OB236_TEMP14,300.8,Temperature,OB236,14,,
2954,OB236_TEMP15,299.5,Temperature,OB236,15,,
2955,OB236_TEMP16,298.2,Temperature,OB236,16,,
2956,OB236_TEMP17,296.9,Temperature,OB236,17,,
2957,OB236_TEMP18,295.6,Temperature,OB236,18,,
2958,OB236_TEMP19,294.3,Temperature,OB236,19,,
2959,OB236_TEMP2,316.4,Temperature,OB236,2,,
2960,OB236_TEMP20,293.0,Temperature,OB236,20,,
2961,OB236_TEMP21,291.7,Temperature,OB236,21,,
2962,OB236_TEMP22,290.4,Temperature,OB236,22,,
2963,OB236_TEMP23,289.1,Temperature,OB236,23,,
2964,OB236_TEMP24,287.8,Temperature,OB236,24,,
2965,OB236_TEMP25,286.5,Temperature,OB236,25,,
2966,OB236_TEMP26,285.2,Temperature,OB236,26,,
2967,OB236_TEMP27,283.9,Temperature,OB236,27,,
2968,OB236_TEMP28,282.6,Temperature,OB236,28,,
2969,OB236_TEMP29,281.3,Temperature,OB236,29,,
2970,OB236_TEMP3,315.1,Temperature,OB236,3,,
2971,OB236_TEMP30,280.0,Temperature,OB236,30,,
2972,OB236_TEMP31,278.7,Temperature,OB236,31,,
2973,OB236_TEMP32,277.4,Temperature,OB236,32,,
2974,OB236_TEMP33,276.1,Temperature,OB236,33,,
2975,OB236_TEMP34,274.8,Temperature,OB236,34,,
2976,OB236_TEMP35,273.5,Temperature,OB236,35,,
2977,OB236_TEMP36,272.2,Temperature,OB236,36,,
2978,OB236_TEMP37,270.9,Temperature,OB236,37,,
2979,OB236_TEMP38,269.6,Temperature,OB236,38,,
2980,OB236_TEMP39,268.3,Temperature,OB236,39,,
2981,OB236_TEMP4,313.8,Temperature,OB236,4,,
2982,OB236_TEMP40,267.0,Temperature,OB236,40,,
2983,OB236_TEMP41,265.7,Temperature,OB236,41,,
2984,OB236_TEMP42,264.4,Temperature,OB236,42,,
2985,OB236_TEMP43,263.1,Temperature,OB236,43,,
2986,OB236_TEMP44,261.8,Temperature,OB236,44,,
2987,OB236_TEMP45,260.5,Temperature,OB236,45,,
2988,OB236_TEMP46,259.2,Temperature,OB236,46,,
2989,OB236_TEMP47,257.9,Temperature,OB236,47,,
2990,OB236_TEMP48,256.6,Temperature,OB236,48,,
2991,OB236_TEMP49,255.3,Temperature,OB236,49,,
2992,OB236_TEMP5,312.5,Temperature,OB236,5,,
2993,OB236_TEMP50,254.0,Temperature,OB236,50,,
2994,OB236_TEMP6,311.2,Temperature,OB236,6,,
2995,OB236_TEMP7,309.9,Temperature,OB236,7,,
2996,OB236_TEMP8,308.6,Temperature,OB236,8,,
2997,OB236_TEMP9,307.3,Temperature,OB236,9,,
2998,OB236_RFT_TEMP1,299.0,Temperature,OB236,RFT 1,,
2999,OB236_RFT_TEMP2,262.5,Temperature,OB236,RFT 2,,
3000,OB237_RFT_PRESS1,312.0,Pressure,OB237,PRFT1,,
3001,OB237_RFT_PRESS2,267.5,Pressure,OB237,PRFT2,,
3002,OB237_TEMP1,328.6,Temperature,OB237,1,,
3003,OB237_TEMP10,316.0,Temperature,OB237,10,,
3004,OB237_TEMP11,314.6,Temperature,OB237,11,,
3005,OB237_TEMP12,313.2,Temperature,OB237,12,,
3006,OB237_TEMP13,311.8,Temperature,OB237,13,,
3007,OB237_TEMP14,310.4,Temperature,OB237,14,,
3008,OB237_TEMP15,309.0,Temperature,OB237,15,,
3009,OB237_TEMP16,307.6,Temperature,OB237,16,,
3010,OB237_TEMP17,306.2,Temperature,OB237,17,,
3011,OB237_TEMP18,304.8,Temperature,OB237,18,,
3012,OB237_TEMP19,303.4,Temperature,OB237,19,,
3013,OB237_TEMP2,327.2,Temperature,OB237,2,,
3014,OB237_TEMP20,302.0,Temperature,OB237,20,,
3015,OB237_TEMP21,300.6,Temperature,OB237,21,,
3016,OB237_TEMP22,299.2,Temperature,OB237,22,,
3017,OB237_TEMP23,297.8,Temperature,OB237,23,,
3018,OB237_TEMP24,296.4,Temperature,OB237,24,,
3019,OB237_TEMP25,295.0,Temperature,OB237,25,,
3020,OB237_TEMP26,293.6,Temperature,OB237,26,,
3021,OB237_TEMP27,292.2,Temperature,OB237,27,,
3022,OB237_TEMP28,290.8,Temperature,OB237,28,,
3023,OB237_TEMP29,289.4,Temperature,OB237,29,,
3024,OB237_TEMP3,325.8,Temperature,OB237,3,,
3025,OB237_TEMP30,288.0,Temperature,OB237,30,,
3026,OB237_TEMP31,286.6,Temperature,OB237,31,,
3027,OB237_TEMP32,285.2,Temperature,OB237,32,,
3028,OB237_TEMP33,283.8,Temperature,OB237,33,,
3029,OB237_TEMP34,282.4,Temperature,OB237,34,,
3030,OB237_TEMP35,281.0,Temperature,OB237,35,,
3031,OB237_TEMP36,279.6,Temperature,OB237,36,,
3032,OB237_TEMP37,278.2,Temperature,OB237,37,,
3033,OB237_TEMP38,276.8,Temperature,OB237,38,,
3034,OB237_TEMP39,275.4,Temperature,OB237,39,,
3035,OB237_TEMP4,324.4,Temperature,OB237,4,,
3036,OB237_TEMP40,274.0,Temperature,OB237,40,,
3037,OB237_TEMP41,272.6,Temperature,OB237,41,,
3038,OB237_TEMP42,271.2,Temperature,OB237,42,,
3039,OB237_TEMP43,269.8,Temperature,OB237,43,,
3040,OB237_TEMP44,268.4,Temperature,OB237,44,,
3041,OB237_TEMP45,267.0,Temperature,OB237,45,,
3042,OB237_TEMP46,265.6,Temperature,OB237,46,,
3043,OB237_TEMP47,264.2,Temperature,OB237,47,,
3044,OB237_TEMP48,262.8,Temperature,OB237,48,,
3045,OB237_TEMP49,261.4,Temperature,OB237,49,,
3046,OB237_TEMP5,323.0,Temperature,OB237,5,,
3047,OB237_TEMP50,260.0,Temperature,OB237,50,,
3048,OB237_TEMP6,321.6,Temperature,OB237,6,,
3049,OB237_TEMP7,320.2,Temperature,OB237,7,,
3050,OB237_TEMP8,318.8,Temperature,OB237,8,,
3051,OB237_TEMP9,317.4,Temperature,OB237,9,,
3052,OB237_RFT_TEMP1,312.0,Temperature,OB237,RFT 1,,
3053,OB237_RFT_TEMP2,267.5,Temperature,OB237,RFT 2,,
3054,OB238_RFT_PRESS1,284.0,Pressure,OB238,PRFT1,,
3055,OB238_RFT_PRESS2,248.0,Pressure,OB238,PRFT2,,
3056,OB238_TEMP1,297.7,Temperature,OB238,1,,
3057,OB238_TEMP10,286.0,Temperature,OB238,10,,
3058,OB238_TEMP11,284.7,Temperature,OB238,11,,
